"X_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2973326,4154614,2017,2020,1950,"PRIVATE",6,"York Centre","1042 SHEPPARD AVE W",4,16,"2020-10-14",89,"Evaluation needs to be conducted in 3 years",16,5,4,5,4,5,4,NA,4,NA,NA,5,5,5,4,4,5,5,4,3,NA,"N0624",43.7508224875,-79.4620209197,307843.201,4845429.41
2973327,4154418,2017,2020,1945,"PRIVATE",6,"York Centre","11 CALVINGTON DR",3,11,"2020-10-14",66,"Evaluation needs to be conducted in 2 years",14,3,3,1,3,NA,4,NA,4,NA,NA,2,3,5,4,3,3,NA,4,4,NA,"N0627",43.7333055043,-79.4840342127,306070.686,4843482.777
2973328,4154452,2017,2020,1977,"PRIVATE",6,"York Centre","111 WHITBURN CRES",3,46,"2020-10-14",87,"Evaluation needs to be conducted in 3 years",17,4,4,5,4,4,4,4,4,NA,NA,5,4,5,5,5,5,5,3,4,NA,"N0627",43.7385153084,-79.4915401712,305465.98,4844061.47
2973329,4154613,2017,2020,1960,"PRIVATE",6,"York Centre","10 WILMINGTON AVE",3,39,"2020-10-13",73,"Evaluation needs to be conducted in 2 years",16,4,4,4,3,4,4,NA,3,NA,NA,4,4,5,3,3,3,4,3,3,NA,"N0624",43.753111203,-79.453124981,308559.203,4845684.975
2973330,4154635,2017,2020,1959,"PRIVATE",6,"York Centre","1 WILMINGTON AVE",3,11,"2020-10-13",76,"Evaluation needs to be conducted in 2 years",15,4,4,3,3,NA,4,NA,4,NA,NA,3,4,5,4,4,4,4,4,3,NA,"N0624",43.75301421,-79.451942218,308654.456,4845674.252
2973331,4275811,2017,2020,1960,"PRIVATE",6,"York Centre","10 WYCOMBE RD",3,40,"2020-10-13",81,"Evaluation needs to be conducted in 2 years",17,4,4,5,4,4,4,NA,5,5,3,4,5,4,3,5,4,NA,3,3,NA,"N0627",43.7432824572,-79.4876757538,305808.244,4844545.228
2973332,4231973,2017,2020,1960,"PRIVATE",6,"York Centre","1 CANYON AVE",18,202,"2020-10-13",82,"Evaluation needs to be conducted in 2 years",19,3,5,5,5,3,5,4,3,5,4,3,4,5,4,4,3,5,4,4,NA,"N0624",43.7565096904,-79.4367503453,309877.805,4846062.436
2973333,4154598,2017,2020,1955,"PRIVATE",6,"York Centre","10 ROSSEAU RD",3,11,"2020-10-13",77,"Evaluation needs to be conducted in 2 years",15,5,4,5,3,4,4,NA,4,NA,NA,3,4,5,4,4,3,NA,3,3,NA,"N0629",43.7418342537,-79.4371971572,309843.026,4844432.034
2973334,4327367,2018,2020,1949,"PRIVATE",6,"York Centre","12 ROSSEAU RD",3,11,"2020-10-13",81,"Evaluation needs to be conducted in 2 years",16,4,4,3,3,4,4,NA,4,NA,4,3,4,5,5,4,5,NA,4,5,NA,"N0629",43.742014423,-79.4373039157,309843.087,4844439.041
2973335,4154413,2017,2020,1954,"PRIVATE",6,"York Centre","1 WANDLE AVE",3,12,"2020-10-13",75,"Evaluation needs to be conducted in 2 years",15,4,4,3,3,4,4,NA,4,NA,NA,4,4,5,4,4,3,NA,4,2,NA,"N0627",43.7308109846,-79.483724006,306095.721,4843205.654
2973336,4155459,2017,2020,1968,"PRIVATE",1,"Etobicoke North","2548 KIPLING AVE",7,153,"2020-10-11",75,"Evaluation needs to be conducted in 2 years",17,4,3,4,3,4,5,NA,2,3,NA,3,4,5,4,4,4,3,5,4,NA,"W0123",43.745263651,-79.583968046,298021.44,4844815.616
2973337,4155461,2017,2020,1960,"PRIVATE",1,"Etobicoke North","1865 MARTIN GROVE RD",12,92,"2020-10-11",83,"Evaluation needs to be conducted in 2 years",16,4,4,5,4,5,4,NA,3,4,NA,4,4,5,5,4,4,NA,4,3,NA,"W0123",43.7425445347,-79.5934989026,297253.737,4844513.426
2973338,4155345,2017,2020,1979,"PRIVATE",2,"Etobicoke Centre","165 LA ROSE AVE",12,211,"2020-10-08",75,"Evaluation needs to be conducted in 2 years",19,4,3,4,4,4,4,3,4,4,NA,3,3,5,4,4,4,3,4,3,4,"W0230",43.6839794618,-79.5249462549,302773.164,4838003.239
2973339,4155341,2017,2020,1972,"PRIVATE",2,"Etobicoke Centre","39 RICHVIEW RD",20,234,"2020-10-08",82,"Evaluation needs to be conducted in 2 years",20,4,4,4,4,3,5,4,2,5,3,4,4,5,4,4,4,5,5,4,5,"W0230",43.684216417,-79.515234861,303556.136,4838029.357
2973340,4155347,2017,2020,1971,"PRIVATE",2,"Etobicoke Centre","105 LA ROSE AVE",12,180,"2020-10-08",71,"Evaluation needs to be conducted in 2 years",19,4,4,4,3,4,4,3,4,3,3,3,3,5,5,4,3,4,2,2,NA,"W0230",43.6852405955,-79.5206409439,303120.311,4838143.242
2973341,4155458,2017,2020,1970,"PRIVATE",1,"Etobicoke North","1901 MARTIN GROVE RD",7,136,"2020-10-06",81,"Evaluation needs to be conducted in 2 years",17,3,4,5,4,3,5,NA,2,5,NA,3,5,5,5,4,3,5,5,3,NA,"W0123",43.745074163,-79.5949238666,297139.297,4844794.585
2973342,4156492,2017,2020,1974,"PRIVATE",7,"Humber River-Black Creek","235 GOSFORD BLVD",15,131,"2020-08-18",74,"Evaluation needs to be conducted in 2 years",18,4,3,5,3,4,3,4,3,4,NA,4,4,5,3,5,4,3,3,3,NA,"W0724",43.770115213,-79.522300555,302992.5,4847674.032
2973343,4789395,2020,2020,2019,"PRIVATE",3,"Etobicoke-Lakeshore","571 PRINCE EDWARD DR N",8,115,"2020-08-12",100,"Evaluation needs to be conducted in 3 years",19,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"W0322",NA,NA,303978.296,4835359.585
2973344,4156719,2017,2020,1900,"PRIVATE",11,"University-Rosedale","359 DAVENPORT RD",4,17,"2020-03-13",43,"Building Audit",15,3,1,4,2,1,3,NA,3,NA,NA,2,3,2,1,2,1,2,2,NA,NA,"S1127",43.675239791,-79.402243816,312666.71,4837037.335
2973345,4520827,2019,2020,2018,"TCHC",8,"Eglinton-Lawrence","20 ZACHARY CRT",7,77,"2020-03-04",97,"Evaluation needs to be conducted in 3 years",19,5,5,5,5,4,5,4,5,5,NA,4,5,5,5,5,5,5,5,5,5,"N0823",NA,NA,308987.948,4842332.775
2973346,4716349,2020,2020,1928,"PRIVATE",19,"Beaches-East York","74 HUBBARD BLVD",3,12,"2020-03-03",86,"Evaluation needs to be conducted in 3 years",14,4,4,4,4,4,4,NA,5,NA,NA,4,4,5,5,4,4,NA,5,NA,NA,"S1942",43.6691053883,-79.2911282812,321628.376,4836371.393
2973347,4716071,2020,2020,1972,"PRIVATE",7,"Humber River-Black Creek","10 YORKWOODS GT",10,58,"2020-02-25",66,"Evaluation needs to be conducted in 2 years",18,3,3,4,3,3,3,3,2,3,NA,3,4,5,3,3,2,4,4,4,NA,"W0730",43.751648415,-79.513392929,303705.771,4845521.521
2973348,4620278,2019,2020,1929,"PRIVATE",9,"Davenport","915 ST CLAIR AVE W",3,18,"2020-01-23",69,"Evaluation needs to be conducted in 2 years",14,4,3,5,4,3,3,NA,3,NA,NA,4,4,2,3,4,3,NA,3,NA,NA,"S0928",43.679681068,-79.433946431,310109.912,4837528.266
2973349,4706289,2022,2020,1930,"PRIVATE",19,"Beaches-East York","15 HUBBARD BLVD",3,17,"2020-01-23",74,"Evaluation needs to be conducted in 2 years",14,4,4,4,4,3,3,NA,4,NA,NA,4,3,5,3,4,4,NA,3,NA,NA,"S1942",43.667990229,-79.2933921123,321446.125,4836247.048
2973350,4156108,2017,2020,1952,"PRIVATE",3,"Etobicoke-Lakeshore","2525 LAKE SHORE BLVD W",3,34,"2020-01-17",84,"Evaluation needs to be conducted in 2 years",15,4,4,3,5,4,5,NA,4,NA,NA,4,4,5,4,4,4,NA,4,5,NA,"W0336",43.6103321169,-79.4890126716,305671.224,4829821.083
2973351,4155496,2017,2020,1952,"PRIVATE",3,"Etobicoke-Lakeshore","2543 LAKE SHORE BLVD W",3,55,"2020-01-17",76,"Evaluation needs to be conducted in 2 years",15,4,4,4,4,4,3,NA,3,NA,NA,3,3,5,4,4,3,NA,4,5,NA,"W0336",43.6095054646,-79.4897087235,305615.046,4829729.24
2973352,4156250,2017,2020,1964,"TCHC",13,"Toronto Centre","295 SHUTER ST",16,300,"2020-01-16",65,"Evaluation needs to be conducted in 1 year",19,4,3,3,3,3,3,3,3,3,NA,3,4,3,3,3,4,3,4,4,3,"S1329",43.656446656,-79.365424701,315647.841,4834985.943
2973353,4156181,2017,2020,1964,"TCHC",13,"Toronto Centre","285 SHUTER ST",15,300,"2020-01-16",60,"Evaluation needs to be conducted in 1 year",19,3,3,3,2,3,3,2,3,3,NA,3,4,2,3,3,3,3,4,4,3,"S1329",43.65586332,-79.366647156,315513.091,4834942.867
2973354,4155468,2017,2020,1994,"TCHC",1,"Etobicoke North","900 QUEENS PLATE DR",16,204,"2020-01-16",71,"Evaluation needs to be conducted in 2 years",18,4,4,5,2,3,3,3,2,5,NA,4,4,5,3,3,4,3,4,3,NA,"W0127",43.720003879,-79.603372534,296449.206,4842001.861
2973355,4697372,2019,2019,2019,"PRIVATE",17,"Don Valley North","55 SMOOTH ROSE CRT",27,301,"2019-12-20",100,"Evaluation needs to be conducted in 3 years",19,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"N1731",NA,NA,318235.3,4848061.845
2973356,4654253,2019,2019,2019,"PRIVATE",12,"Toronto-St. Paul's","15 ROEHAMPTON AVE",36,466,"2019-12-18",100,"Evaluation needs to be conducted in 3 years",18,5,5,5,5,NA,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,"S1221",43.707942687,-79.39786072,313015.722,4840671.054
2973357,4154126,2017,2019,1961,"PRIVATE",14,"Toronto-Danforth","85 GAMBLE AVE",6,81,"2019-12-17",86,"Evaluation needs to be conducted in 3 years",18,3,4,5,4,5,4,4,5,5,NA,3,5,5,4,4,5,3,4,5,NA,"S1421",43.6898006862,-79.3508860504,316805.327,4838660.223
2973358,4155874,NA,2019,1955,"PRIVATE",3,"Etobicoke-Lakeshore","5 BIRCHLEA AVE",3,13,"2019-12-13",76,"Evaluation needs to be conducted in 2 years",16,4,4,5,3,4,3,NA,4,NA,NA,4,4,5,4,3,3,4,4,3,NA,"W0334",43.592642046,-79.527957262,302531.131,4827854.897
2973359,4261157,NA,2019,1957,"PRIVATE",3,"Etobicoke-Lakeshore","103 SIXTEENTH ST",3,10,"2019-12-13",55,"Evaluation needs to be conducted in 1 year",15,2,3,4,2,2,2,NA,2,NA,NA,2,2,5,3,3,3,NA,3,3,NA,"W0335",43.6028075946,-79.5164885645,303453.266,4828985.195
2973360,4154437,NA,2019,1954,"PRIVATE",6,"York Centre","2994 KEELE ST",4,12,"2019-12-12",70,"Evaluation needs to be conducted in 2 years",16,3,4,3,4,3,4,NA,4,NA,3,3,3,5,3,4,3,NA,4,3,NA,"N0627",43.736711483,-79.48501293,305991.518,4843862.101
2973361,4154439,NA,2019,1954,"PRIVATE",6,"York Centre","2988 KEELE ST",3,11,"2019-12-12",49,"Building Audit",16,2,2,3,2,2,3,NA,3,NA,3,3,2,2,2,2,3,NA,3,2,NA,"N0627",43.736204601,-79.484886345,306001.724,4843805.792
2973362,4155273,NA,2019,1961,"PRIVATE",3,"Etobicoke-Lakeshore","28 RIVERWOOD PKWY",7,58,"2019-12-12",65,"Evaluation needs to be conducted in 1 year",17,3,3,4,3,3,3,NA,3,5,3,3,3,4,3,3,4,NA,3,2,NA,"W0327",43.6393299361,-79.4902695407,305569.433,4833042.572
2973363,4153465,NA,2019,1907,"PRIVATE",11,"University-Rosedale","481 PALMERSTON BLVD",3,11,"2019-12-12",59,"Evaluation needs to be conducted in 1 year",15,3,4,3,4,2,4,NA,4,NA,NA,2,2,5,2,3,1,3,2,NA,NA,"S1133",43.6621199142,-79.4122665445,311860.32,4835577.963
2973364,4506270,NA,2019,1955,"PRIVATE",3,"Etobicoke-Lakeshore","11 BIRCHLEA AVE",3,13,"2019-12-12",63,"Evaluation needs to be conducted in 1 year",13,3,3,4,3,NA,3,NA,3,NA,NA,3,3,4,3,3,3,NA,3,NA,NA,"W0334",43.592573631,-79.528276577,302501.802,4827845.661
2973365,4495076,NA,2019,1955,"PRIVATE",3,"Etobicoke-Lakeshore","7 BIRCHLEA AVE",3,13,"2019-12-12",66,"Evaluation needs to be conducted in 2 years",13,3,4,4,3,NA,3,NA,3,NA,NA,3,4,4,3,3,3,NA,3,NA,NA,"W0334",43.592625398,-79.528050439,302525.459,4827853.111
2973366,4153038,2020,2019,1890,"PRIVATE",4,"Parkdale-High Park","1340 KING ST W",4,16,"2019-12-12",50,"Building Audit",14,2,2,3,2,2,2,NA,3,NA,NA,2,2,3,3,3,3,NA,3,NA,NA,"S0436",43.6379541614,-79.4330334005,310187.598,4832891.726
2973367,4154275,2017,2019,1960,"PRIVATE",7,"Humber River-Black Creek","25 DUNCANWOODS DR",11,148,"2019-12-12",75,"Evaluation needs to be conducted in 2 years",19,4,4,5,4,4,4,4,3,4,3,3,4,5,3,3,4,4,3,3,NA,"W0722",43.7496851095,-79.55739159,300162.561,4845304.003
2973368,4153974,2017,2019,1952,"PRIVATE",8,"Eglinton-Lawrence","2515 BATHURST ST",11,114,"2019-12-12",78,"Evaluation needs to be conducted in 2 years",19,4,4,5,4,3,4,4,4,4,3,4,4,5,4,3,4,4,4,3,NA,"N0833",43.7056275086,-79.4260651529,310743.22,4840410.462
2973369,4153161,NA,2019,1926,"PRIVATE",9,"Davenport","1121 BLOOR ST W",4,11,"2019-12-12",50,"Building Audit",14,2,2,3,2,NA,2,NA,2,NA,NA,2,2,3,3,3,3,NA,3,3,NA,"S0934",43.659758114,-79.434864769,310037.689,4835314.866
2973370,4154708,2020,2019,NA,"PRIVATE",18,"Willowdale","2 ANCONA ST",4,32,"2019-12-12",49,"Building Audit",17,2,2,2,2,2,3,NA,2,2,NA,2,3,5,2,2,3,3,3,2,NA,"N1822",43.7749913097,-79.439415264,309661.717,4848115.514
2973371,4155241,2022,2019,1954,"PRIVATE",3,"Etobicoke-Lakeshore","183 BERRY RD",4,50,"2019-12-12",64,"Evaluation needs to be conducted in 1 year",17,3,3,5,3,3,3,NA,3,NA,2,3,2,4,3,3,4,3,4,3,NA,"W0329",43.636390118,-79.4911570627,305497.797,4832715.966
2973372,4171348,NA,2019,1937,"PRIVATE",8,"Eglinton-Lawrence","3488 YONGE ST",3,22,"2019-12-12",64,"Evaluation needs to be conducted in 1 year",15,3,3,3,3,3,3,NA,3,NA,NA,3,3,5,3,3,3,NA,4,3,NA,"N0825",43.735134254,-79.405173359,312422.962,4843691.145
2973373,4153597,2017,2019,1923,"PRIVATE",13,"Toronto Centre","214 WELLESLEY ST E",3,38,"2019-12-12",80,"Evaluation needs to be conducted in 2 years",15,4,4,5,4,4,4,NA,4,NA,NA,4,4,5,3,4,4,NA,3,4,NA,"S1323",43.6677644838,-79.3730310131,315023.82,4836209.126
2973374,4155207,NA,2019,1955,"PRIVATE",4,"Parkdale-High Park","585 JANE ST",4,25,"2019-12-12",77,"Evaluation needs to be conducted in 2 years",15,4,3,4,3,4,4,NA,4,NA,NA,4,3,5,4,4,4,NA,4,4,NA,"S0422",43.6645529032,-79.4903043858,305566.283,4835844.669
2973375,4154957,2017,2019,1947,"PRIVATE",12,"Toronto-St. Paul's","113 VAUGHAN RD",3,12,"2019-12-12",72,"Evaluation needs to be conducted in 2 years",13,3,4,4,4,NA,4,NA,3,NA,NA,3,4,5,3,4,3,NA,3,NA,NA,"S1229",43.6843811107,-79.4210952142,311145.925,4838050.37
2973376,4153235,2022,2019,1918,"PRIVATE",11,"University-Rosedale","661 HURON ST",3,15,"2019-12-12",67,"Evaluation needs to be conducted in 2 years",14,4,3,2,4,NA,4,NA,4,NA,NA,3,4,5,3,3,3,NA,2,3,NA,"S1127",43.674829239,-79.404270792,312503.317,4836991.544
2973377,4154502,NA,2019,NA,"PRIVATE",8,"Eglinton-Lawrence","89 NEPTUNE DR",3,11,"2019-12-12",62,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,3,NA,3,NA,3,3,3,5,2,3,4,3,3,3,NA,"N0823",43.731796593,-79.437939362,309783.803,4843317.843
2973378,4154533,NA,2019,1956,"PRIVATE",8,"Eglinton-Lawrence","88 NEPTUNE DR",3,11,"2019-12-12",65,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,4,NA,3,NA,3,3,3,5,3,3,3,3,4,3,NA,"N0823",43.732486121,-79.437718612,309801.528,4843394.458
2973379,4155115,NA,2019,1956,"PRIVATE",5,"York South-Weston","9 GREENTREE CRT",3,28,"2019-12-11",50,"Building Audit",14,2,2,2,2,2,4,NA,2,NA,NA,2,3,4,3,2,2,NA,3,NA,NA,"W0532",43.6921471253,-79.4794625352,306440.017,4838910.374
2973380,4153407,2017,2019,1993,"TCHC",10,"Spadina-Fort York","76 GRANGE AVE",3,11,"2019-12-11",84,"Evaluation needs to be conducted in 2 years",14,5,4,5,4,NA,4,NA,3,NA,NA,4,5,5,4,4,4,4,4,NA,NA,"S1024",43.652192629,-79.396788053,313100.214,4834501.899
2973381,4154689,NA,2019,1953,"PRIVATE",6,"York Centre","4089 BATHURST ST",3,10,"2019-12-11",54,"Evaluation needs to be conducted in 1 year",16,2,3,3,2,3,3,NA,3,NA,2,2,3,5,2,2,2,NA,3,3,NA,"N0630",43.7451902224,-79.4355554925,309974.977,4844804.968
2973382,4153785,2017,2019,1964,"PRIVATE",12,"Toronto-St. Paul's","55 BROWNLOW AVE",15,121,"2019-12-11",78,"Evaluation needs to be conducted in 2 years",17,4,4,4,4,4,4,NA,5,4,NA,4,3,5,4,4,4,3,3,3,NA,"S1228",43.7066788107,-79.3906195508,313599.755,4840530.418
2973383,4152771,2017,2019,1971,"PRIVATE",21,"Scarborough Centre","126 BELLAMY RD N",16,253,"2019-12-11",56,"Evaluation needs to be conducted in 1 year",19,2,3,4,3,2,3,2,3,3,3,2,3,4,3,3,3,3,2,2,NA,"E2136",43.7424264798,-79.2319698725,326372.763,4844530.667
2973384,4153781,2017,2019,1963,"PRIVATE",12,"Toronto-St. Paul's","44 DUNFIELD AVE",15,162,"2019-12-11",86,"Evaluation needs to be conducted in 3 years",16,5,4,5,4,4,4,NA,5,4,5,3,4,5,4,4,5,NA,4,NA,NA,"S1228",43.705600128,-79.395221028,313228.789,4840411.062
2973385,4153404,2017,2019,1923,"TCHC",10,"Spadina-Fort York","11 SULLIVAN ST",3,17,"2019-12-11",76,"Evaluation needs to be conducted in 2 years",14,4,4,5,3,3,4,NA,3,NA,NA,4,4,5,3,4,4,NA,3,NA,NA,"S1024",43.6514274301,-79.3935632279,313370.319,4834391.822
2973386,4153766,NA,2019,1956,"PRIVATE",12,"Toronto-St. Paul's","25 DAVISVILLE AVE",4,14,"2019-12-11",76,"Evaluation needs to be conducted in 2 years",16,3,3,5,4,3,4,NA,3,NA,4,3,4,5,4,4,4,NA,4,4,NA,"S1233",43.6982817517,-79.3955853975,313200.678,4839596.99
2973387,4152725,2017,2019,1974,"PRIVATE",21,"Scarborough Centre","41 ANTRIM CRES",14,192,"2019-12-11",82,"Evaluation needs to be conducted in 2 years",20,5,4,5,4,3,5,4,3,5,4,3,4,5,4,4,4,3,5,3,5,"E2123",43.771912239,-79.287922032,321852.127,4847784.889
2973388,4152729,2017,2019,1971,"PRIVATE",21,"Scarborough Centre","20 ANTRIM CRES",13,177,"2019-12-11",88,"Evaluation needs to be conducted in 3 years",20,5,4,5,5,5,5,5,4,5,4,4,5,5,4,3,4,3,5,3,5,"E2123",43.7720555044,-79.2853142425,322067.736,4847809.886
2973389,4152726,2017,2019,1971,"PRIVATE",21,"Scarborough Centre","11 ANTRIM CRES",12,167,"2019-12-11",85,"Evaluation needs to be conducted in 2 years",19,4,4,5,4,5,5,4,4,5,3,3,5,5,4,4,4,5,5,3,NA,"E2123",43.7707832946,-79.2843673903,322144.325,4847668.747
2973390,4232801,2017,2019,1989,"PRIVATE",21,"Scarborough Centre","4 ANTRIM CRES",10,65,"2019-12-11",87,"Evaluation needs to be conducted in 3 years",18,4,4,5,5,4,5,5,3,4,NA,4,5,5,4,4,4,5,5,3,NA,"E2123",43.7717770023,-79.2843647481,322144.253,4847779.143
2973391,4153406,2017,2019,1993,"TCHC",10,"Spadina-Fort York","15 LARCH ST",3,20,"2019-12-11",85,"Evaluation needs to be conducted in 2 years",15,4,5,5,4,NA,5,NA,3,NA,NA,4,5,5,4,4,4,4,4,4,NA,"S1024",43.652655724,-79.39647886,313134.686,4834528.914
2973392,4152727,2017,2019,1970,"PRIVATE",21,"Scarborough Centre","1 ANTRIM CRES",12,167,"2019-12-11",86,"Evaluation needs to be conducted in 3 years",19,5,4,5,5,5,5,5,4,5,3,3,5,5,4,4,4,3,5,3,NA,"E2123",43.7706671849,-79.2834762458,322216.1,4847656.036
2973393,4263113,2017,2019,1970,"PRIVATE",17,"Don Valley North","642 SHEPPARD AVE E",19,126,"2019-12-10",78,"Evaluation needs to be conducted in 2 years",20,5,3,5,3,3,5,5,3,5,3,3,3,5,3,4,5,4,3,3,5,"N1725",43.76917685,-79.3827164,314226.606,4847475.368
2973394,4152872,2017,2019,1975,"TCHC",22,"Scarborough-Agincourt","3825 SHEPPARD AVE E",13,300,"2019-12-10",91,"Evaluation needs to be conducted in 3 years",19,5,4,5,4,5,3,5,5,5,NA,5,4,5,5,4,4,5,5,3,5,"E2232",43.7820250882,-79.291608709,321558.259,4848916.184
2973395,4152873,2017,2019,1969,"PRIVATE",22,"Scarborough-Agincourt","3845 SHEPPARD AVE E",10,106,"2019-12-10",79,"Evaluation needs to be conducted in 2 years",19,5,4,5,3,5,4,3,3,5,NA,4,3,5,5,4,3,4,4,3,3,"E2232",43.7821007086,-79.2907139042,321630.259,4848924.767
2973396,4152874,2017,2019,1960,"PRIVATE",22,"Scarborough-Agincourt","3875 SHEPPARD AVE E",14,154,"2019-12-10",76,"Evaluation needs to be conducted in 2 years",19,4,4,5,3,3,3,4,4,5,4,3,4,4,3,3,4,4,4,4,NA,"E2232",43.7825428369,-79.2897512753,321707.615,4848974.082
2973397,4155604,2017,2019,1961,"TCHC",13,"Toronto Centre","320 SEATON ST",6,25,"2019-12-10",69,"Evaluation needs to be conducted in 2 years",18,3,4,5,4,4,4,3,4,3,NA,3,2,4,3,3,3,3,3,4,NA,"S1323",43.662525313,-79.371459917,315151.16,4835628.239
2973398,4152855,2017,2019,1973,"PRIVATE",22,"Scarborough-Agincourt","100 SPRUCEWOOD CRT",15,206,"2019-12-10",87,"Evaluation needs to be conducted in 3 years",18,5,4,5,4,4,4,4,5,5,NA,4,5,5,4,4,4,4,4,4,NA,"E2225",43.7943401956,-79.3239937212,318948.686,4850278.35
2973399,4152853,2017,2019,1970,"PRIVATE",22,"Scarborough-Agincourt","20 CHICHESTER PL",14,189,"2019-12-10",90,"Evaluation needs to be conducted in 3 years",20,5,4,5,4,5,4,5,4,5,5,5,5,5,3,5,5,3,3,5,5,"E2225",43.777312321,-79.321766948,319131.65,4848387.918
2973400,4153480,2017,2019,1994,"SOCIAL HOUSING",13,"Toronto Centre","84 CARLTON ST",12,154,"2019-12-10",78,"Evaluation needs to be conducted in 2 years",19,4,4,4,3,4,4,4,4,3,NA,4,3,5,4,4,4,4,4,4,4,"S1326",43.6622405151,-79.3787026496,314567.32,4835594.787
2973401,4153473,2017,2019,1988,"SOCIAL HOUSING",13,"Toronto Centre","172 CARLTON ST",4,25,"2019-12-10",74,"Evaluation needs to be conducted in 2 years",16,4,3,4,4,4,4,3,4,NA,NA,3,2,5,4,3,4,NA,4,NA,4,"S1326",43.663437479,-79.373585563,314979.567,4835729.314
2973402,4286259,2017,2019,1980,"TCHC",10,"Spadina-Fort York","127 ST PATRICK ST",12,54,"2019-12-10",80,"Evaluation needs to be conducted in 2 years",18,4,4,4,5,4,3,4,4,4,4,4,4,5,4,4,4,NA,3,4,NA,"S1024",43.653809037,-79.38976073,313653.128,4834726.461
2973403,4153605,2017,2019,1931,"PRIVATE",14,"Toronto-Danforth","9 TENNIS CRES",4,54,"2019-12-10",74,"Evaluation needs to be conducted in 2 years",16,2,4,5,3,4,4,NA,4,NA,4,4,3,5,3,4,4,NA,3,3,NA,"S1428",43.6726051315,-79.3542475992,316537.683,4836749.389
2973404,4155327,2017,2019,1966,"PRIVATE",2,"Etobicoke Centre","289 THE KINGSWAY",17,73,"2019-12-10",77,"Evaluation needs to be conducted in 2 years",19,4,4,4,4,4,3,3,4,4,3,4,4,5,4,4,4,4,4,3,NA,"W0229",43.663190582,-79.519535276,303208.491,4835694.511
2973405,4167686,2017,2019,1960,"PRIVATE",21,"Scarborough Centre","2356 EGLINTON AVE E",5,70,"2019-12-10",81,"Evaluation needs to be conducted in 2 years",18,4,4,5,4,4,5,NA,4,4,4,3,5,5,3,4,3,4,5,3,NA,"E2133",43.7318415798,-79.2729961142,323071.573,4843344.916
2973406,4155717,2017,2019,1975,"SOCIAL HOUSING",22,"Scarborough-Agincourt","3333 FINCH AVE E",6,297,"2019-12-10",86,"Evaluation needs to be conducted in 3 years",18,4,4,4,5,4,5,4,4,4,NA,4,5,5,4,4,4,NA,4,4,5,"E2225",43.7960933089,-79.3168137535,319537.83,4850443.82
2973407,4152867,2017,2019,1967,"PRIVATE",22,"Scarborough-Agincourt","2237 BIRCHMOUNT RD",5,44,"2019-12-10",89,"Evaluation needs to be conducted in 3 years",19,5,4,5,3,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,NA,"E2232",43.7796385627,-79.2967399834,321145.885,4848650.017
2973408,4152868,2017,2019,1974,"PRIVATE",22,"Scarborough-Agincourt","2241 BIRCHMOUNT RD",5,27,"2019-12-10",87,"Evaluation needs to be conducted in 3 years",18,5,5,5,5,5,4,3,5,4,NA,4,3,5,5,4,3,4,5,4,NA,"E2232",43.7799731788,-79.2968150642,321139.751,4848687.177
2973409,4152869,2017,2019,1979,"PRIVATE",22,"Scarborough-Agincourt","2249 BIRCHMOUNT RD",5,40,"2019-12-10",91,"Evaluation needs to be conducted in 3 years",18,5,5,5,5,4,4,4,5,5,NA,5,3,5,5,5,4,4,5,4,NA,"E2232",43.7803171542,-79.2969946831,321125.2,4848725.356
2973410,4286226,2017,2019,1956,"PRIVATE",12,"Toronto-St. Paul's","55 BROADWAY AVE",4,59,"2019-12-10",53,"Evaluation needs to be conducted in 1 year",19,3,2,4,2,3,3,4,1,3,1,2,3,5,2,2,2,NA,2,3,3,"S1221",NA,NA,313207.59,4840862.3
2973411,4153825,2017,2019,1963,"PRIVATE",12,"Toronto-St. Paul's","75 BROADWAY AVE",10,205,"2019-12-10",81,"Evaluation needs to be conducted in 2 years",19,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,NA,"S1221",43.709951709,-79.394607069,313277.659,4840894.571
