"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2807888,"4155526","2017","2020","1957","PRIVATE","03","Etobicoke-Lakeshore","68 FIFTEENTH ST","3","23","2020-11-26","75","Evaluation needs to be conducted in 2 years","15","3","4","5","4","3","4","N/A","3","N/A","N/A","4","3","5","3","4","4","N/A","4","3","N/A","W0335","43.6018725092","-79.5155664231","303527.693","4828881.294"
2807889,"4153692","2017","2020","1960","PRIVATE","19","Beaches-East York","419 WOODBINE AVE","3","11","2020-11-26","71","Evaluation needs to be conducted in 2 years","16","3","3","3","3","4","4","N/A","4","N/A","N/A","3","4","4","4","3","4","4","4","3","N/A","S1938","43.6737471581","-79.3071214297","320337.471","4836883.957"
2807890,"4153697","2020","2020","1966","PRIVATE","19","Beaches-East York","592 WOODBINE AVE","5","36","2020-11-26","77","Evaluation needs to be conducted in 2 years","19","4","4","3","3","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","N/A","S1934","43.6770075216","-79.3095598488","320140.021","4837245.729"
2807891,"4153573","2017","2020","1975","TCHC","13","Toronto Centre","251 SHERBOURNE ST","7","200","2020-11-26","63","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","3","2","4","3","N/A","3","3","4","3","3","3","3","3","4","N/A","S1329","43.659299401","-79.3709200965","315195.512","4835268.965"
2807892,"4156374","2017","2020","1975","TCHC","13","Toronto Centre","257 SHERBOURNE ST","4","102","2020-11-26","63","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","3","2","4","3","N/A","3","3","4","3","3","3","3","3","4","N/A","S1329","43.6593567184","-79.3711764365","315174.827","4835275.301"
2807893,"4155942","2017","2020","1971","TCHC","22","Scarborough-Agincourt","2743 VICTORIA PARK AVE","15","201","2020-11-26","82","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","N/A","E2225","43.779266937","-79.323413406","318912.612","4848579.722"
2807894,"4152894","2017","2020","1993","TCHC","25","Scarborough-Rouge Park","1319 NEILSON RD","13","124","2020-11-26","81","Evaluation needs to be conducted in 2 years","17","4","4","4","4","N/A","4","4","4","4","4","4","4","5","4","4","4","N/A","4","4","N/A","E2524","43.8084247156","-79.2179866009","327474.219","4851866.509"
2807895,"4153169","2017","2020","1920","PRIVATE","11","University-Rosedale","723 BLOOR ST W","4","16","2020-11-26","83","Evaluation needs to be conducted in 2 years","14","4","4","5","4","3","3","N/A","4","N/A","N/A","4","5","5","4","4","5","N/A","4","N/A","N/A","S1133","43.6633624229","-79.4182682286","311376.156","4835715.537"
2807896,"4168721","2021","2020","1956","PRIVATE","05","York South-Weston","870 WESTON RD","3","11","2020-11-26","59","Evaluation needs to be conducted in 1 year","16","3","3","5","3","3","3","N/A","3","N/A","3","2","2","3","3","3","3","N/A","2","3","N/A","W0535","43.6831377116","-79.4805570748","306351.965","4837909.457"
2807897,"4155190","2021","2020","1956","PRIVATE","05","York South-Weston","872 WESTON RD","3","12","2020-11-26","59","Evaluation needs to be conducted in 1 year","16","2","3","5","3","2","3","N/A","3","N/A","3","3","2","3","3","3","3","N/A","3","3","N/A","W0535","43.6831820527","-79.4807822687","306333.807","4837914.38"
2807898,"4153688","2020","2020","1927","PRIVATE","19","Beaches-East York","59 BALSAM AVE","3","19","2020-11-26","71","Evaluation needs to be conducted in 2 years","14","4","4","3","4","4","4","N/A","4","N/A","N/A","3","3","3","3","4","4","N/A","3","N/A","N/A","S1940","43.6724728988","-79.2898813658","321727.989","4836745.748"
2807899,"4154092","2017","2020","1960","PRIVATE","14","Toronto-Danforth","185 COSBURN AVE","6","37","2020-11-25","82","Evaluation needs to be conducted in 2 years","17","5","3","4","5","5","3","N/A","3","5","N/A","3","5","5","3","4","5","5","3","4","N/A","S1422","43.6899387618","-79.3447178819","317302.522","4838676.447"
2807900,"4155226","2017","2020","1947","PRIVATE","03","Etobicoke-Lakeshore","285 PARK LAWN RD","4","29","2020-11-25","81","Evaluation needs to be conducted in 2 years","17","3","4","5","3","5","4","N/A","4","N/A","3","4","4","5","4","4","4","5","4","4","N/A","W0329","43.6345619465","-79.4922664925","305408.295","4832512.859"
2807901,"4155239","2017","2020","1953","PRIVATE","03","Etobicoke-Lakeshore","317 PARK LAWN RD","4","32","2020-11-25","84","Evaluation needs to be conducted in 2 years","16","4","3","5","4","4","4","N/A","4","N/A","N/A","4","4","5","4","4","4","5","4","5","N/A","W0329","43.635649636","-79.4928351959","305362.392","4832633.691"
2807902,"4155277","2018","2020","1955","PRIVATE","03","Etobicoke-Lakeshore","323 PARK LAWN RD","5","48","2020-11-25","80","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","N/A","4","4","4","4","4","5","3","4","4","4","4","3","N/A","W0327","43.6371995411","-79.493365223","305319.61","4832805.873"
2807903,"4154908","2017","2020","1965","PRIVATE","16","Don Valley East","57 PARKWOODS VILLAGE DR","7","87","2020-11-25","79","Evaluation needs to be conducted in 2 years","18","4","4","5","3","4","3","4","3","4","N/A","4","3","5","4","4","5","4","4","4","N/A","N1625","43.7601500687","-79.3205133557","319236.899","4846480.491"
2807904,"4154912","2022","2020","1962","PRIVATE","16","Don Valley East","71 PARKWOODS VILLAGE DR","7","81","2020-11-25","78","Evaluation needs to be conducted in 2 years","18","5","5","5","3","3","4","3","4","4","N/A","3","4","5","3","4","4","3","4","4","N/A","N1625","43.7607627903","-79.3217087274","319140.499","4846548.357"
2807905,"4154902","2017","2020","1962","PRIVATE","16","Don Valley East","76 PARKWOODS VILLAGE DR","6","65","2020-11-25","80","Evaluation needs to be conducted in 2 years","17","5","5","5","3","3","3","N/A","4","4","N/A","4","4","5","3","4","4","3","4","5","N/A","N1625","43.7601853527","-79.3232568581","319015.977","4846483.943"
2807906,"4153703","2017","2020","2009","PRIVATE","19","Beaches-East York","1908 GERRARD ST E","5","28","2020-11-25","74","Evaluation needs to be conducted in 2 years","16","4","4","4","3","4","4","N/A","3","4","N/A","3","4","3","4","3","4","4","4","N/A","N/A","S1934","43.6804613958","-79.3122562519","319921.74","4837628.967"
2807907,"4153723","2017","2020","1967","TCHC","19","Beaches-East York","2287 GERRARD ST E","5","38","2020-11-25","76","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","4","3","3","N/A","4","4","4","3","4","4","N/A","4","4","4","S1936","43.6847616076","-79.2954429245","321276.181","4838109.87"
2807908,"4331737",NA,"2020","1954","PRIVATE","20","Scarborough Southwest","2511 GERRARD ST E","3","11","2020-11-25","73","Evaluation needs to be conducted in 2 years","15","4","4","4","4","3","3","N/A","4","N/A","N/A","3","2","5","4","4","4","N/A","4","3","N/A","E2033","43.6873957416","-79.2836217678","322228.491","4838404.904"
2807909,"4153706","2017","2020","1960","TCHC","19","Beaches-East York","133 MERRILL AVE E","3","42","2020-11-25","78","Evaluation needs to be conducted in 2 years","19","3","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","N/A","S1931","43.682986595","-79.311994302","319941.96","4837910.517"
2807910,"4156114","2017","2020","1940","PRIVATE","20","Scarborough Southwest","1457 KINGSTON RD","3","15","2020-11-25","69","Evaluation needs to be conducted in 2 years","15","3","4","3","3","3","3","N/A","5","N/A","N/A","3","1","5","4","3","4","N/A","4","4","N/A","E2034","43.68800974","-79.270112715","323322.706","4838482.675"
2807911,"4154096","2017","2020","1965","PRIVATE","14","Toronto-Danforth","200 COSBURN AVE","6","45","2020-11-25","88","Evaluation needs to be conducted in 3 years","18","5","3","5","5","5","4","N/A","3","5","3","4","5","5","5","3","5","5","5","4","N/A","S1422","43.6905032392","-79.3447685776","317298.318","4838739.151"
2807912,"4154093","2017","2020","1967","PRIVATE","14","Toronto-Danforth","205 COSBURN AVE","12","160","2020-11-25","82","Evaluation needs to be conducted in 2 years","19","5","3","5","4","5","5","3","5","5","5","3","4","3","3","5","5","3","3","4","N/A","S1422","43.690071937","-79.3439354915","317365.564","4838691.356"
2807913,"4154097","2017","2020","1968","PRIVATE","14","Toronto-Danforth","210 COSBURN AVE","4","33","2020-11-25","72","Evaluation needs to be conducted in 2 years","17","4","3","5","3","3","3","N/A","3","N/A","3","3","3","5","4","3","4","5","4","3","N/A","S1422","43.690544653","-79.3443418655","317332.707","4838743.814"
2807914,"4154100","2017","2020","1927","PRIVATE","14","Toronto-Danforth","250 COSBURN AVE","6","40","2020-11-25","66","Evaluation needs to be conducted in 2 years","17","4","3","2","3","N/A","3","N/A","3","2","4","3","3","5","3","4","4","3","3","4","N/A","S1422","43.6909297022","-79.3426537067","317468.714","4838786.84"
2807915,"4152606","2017","2020","1964","PRIVATE","20","Scarborough Southwest","1065 VICTORIA PARK AVE","6","37","2020-11-25","81","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","4","4","N/A","4","4","5","4","4","3","4","4","4","N/A","E2028","43.706999577","-79.294868767","321316.141","4840581.495"
2807916,"4155437","2018","2020","1960","PRIVATE","01","Etobicoke North","21 TORBOLTON DR","3","15","2020-11-25","80","Evaluation needs to be conducted in 2 years","15","4","4","4","4","N/A","3","N/A","5","N/A","N/A","4","4","5","4","5","4","3","3","4","N/A","W0130","43.7192557504","-79.5581150551","300101.833","4841923.575"
2807917,"4155482","2017","2020","1951","PRIVATE","03","Etobicoke-Lakeshore","51 STANLEY AVE","3","12","2020-11-25","73","Evaluation needs to be conducted in 2 years","16","4","3","5","4","3","4","N/A","3","N/A","4","4","3","3","4","3","4","N/A","4","3","N/A","W0336","43.6160393846","-79.4896739143","305617.776","4830455.127"
2807918,"4155473","2017","2020","1959","SOCIAL HOUSING","03","Etobicoke-Lakeshore","110 STANLEY AVE","3","16","2020-11-25","74","Evaluation needs to be conducted in 2 years","16","3","3","4","3","3","3","N/A","4","N/A","N/A","3","4","5","4","5","4","3","4","4","N/A","W0336","43.6151367665","-79.4949740706","305189.979","4830354.824"
2807919,"4154295","2017","2020","1961","PRIVATE","05","York South-Weston","34 GULLIVER RD","6","47","2020-11-25","69","Evaluation needs to be conducted in 2 years","17","4","4","4","2","4","4","N/A","4","4","N/A","4","4","5","3","3","3","2","3","2","N/A","W0529","43.6991965655","-79.478055589","306553.253","4839693.559"
2807920,"4153747","2017","2020","1954","PRIVATE","12","Toronto-St. Paul's","49 GLEN ELM AVE","4","71","2020-11-25","78","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","N/A","4","4","4","4","4","5","4","4","4","3","3","4","N/A","S1233","43.6914009803","-79.3925441035","313446.829","4838832.843"
2807921,"4153700","2017","2020","1964","PRIVATE","19","Beaches-East York","4 NEWBOLD AVE","4","12","2020-11-25","73","Evaluation needs to be conducted in 2 years","16","4","4","3","3","3","4","N/A","4","N/A","3","3","4","4","4","3","4","N/A","4","4","N/A","S1934","43.675371432","-79.31815704","319446.953","4837063.38"
2807922,"4155015","2017","2020","1952","PRIVATE","09","Davenport","355 WESTMOUNT AVE","3","29","2020-11-25","76","Evaluation needs to be conducted in 2 years","15","4","5","4","3","4","4","N/A","4","N/A","N/A","3","4","5","4","3","3","N/A","3","4","N/A","S0925","43.684753041","-79.44430348","309270.037","4838105.654"
2807923,"4155241","2022","2020","1954","PRIVATE","03","Etobicoke-Lakeshore","183 BERRY RD","4","50","2020-11-25","71","Evaluation needs to be conducted in 2 years","17","3","4","5","3","3","4","N/A","3","N/A","3","3","3","5","3","3","3","5","4","3","N/A","W0329","43.636390118","-79.4911570627","305497.797","4832715.966"
2807924,"4153758","2017","2020","1968","PRIVATE","12","Toronto-St. Paul's","221 BALLIOL ST","17","272","2020-11-25","84","Evaluation needs to be conducted in 2 years","19","5","4","5","4","4","5","4","4","4","4","4","4","5","4","4","4","4","4","4","N/A","S1233","43.6984388965","-79.3893834002","313700.592","4839615.097"
2807925,"4155419","2017","2020","1964","PRIVATE","01","Etobicoke North","6 AUBURNDALE CRT","7","82","2020-11-25","81","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","3","3","4","5","N/A","5","5","5","5","4","4","4","4","3","N/A","W0131","43.7182235841","-79.5547061524","300376.432","4841808.712"
2807926,"4152603","2017","2020","1962","PRIVATE","20","Scarborough Southwest","1047 VICTORIA PARK AVE","3","11","2020-11-25","80","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","3","N/A","5","N/A","N/A","4","4","5","5","3","3","N/A","4","3","N/A","E2028","43.705966961","-79.294406813","321353.654","4840466.863"
2807927,"4154308","2017","2020","1950","PRIVATE","05","York South-Weston","2425 KEELE ST","3","12","2020-11-24","80","Evaluation needs to be conducted in 2 years","15","4","4","4","4","3","4","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0523","43.7110804111","-79.4781906555","306542.034","4841013.806"
2807928,"4154168","2017","2020","1959","PRIVATE","15","Don Valley West","36 THORNCLIFFE PARK DR","6","70","2020-11-24","79","Evaluation needs to be conducted in 2 years","17","5","3","5","4","3","4","N/A","4","3","N/A","3","3","5","5","4","2","5","5","4","N/A","N1533","43.702708953","-79.344590225","317309.891","4840096.148"
2807929,"4154155","2017","2020","1967","PRIVATE","15","Don Valley West","65 THORNCLIFFE PARK DR","20","332","2020-11-24","76","Evaluation needs to be conducted in 2 years","18","5","3","3","3","4","5","5","3","5","N/A","3","4","5","4","3","4","3","3","3","N/A","N1533","43.7034875556","-79.3402691534","317658.262","4840182.372"
2807930,"4156167","2017","2020","1960","PRIVATE","03","Etobicoke-Lakeshore","92 JAMES ST","3","34","2020-11-24","77","Evaluation needs to be conducted in 2 years","15","3","3","5","3","4","3","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0334","43.5899805571","-79.5423873901","301361.733","4827560.91"
2807931,"4155381","2017","2020","1969","PRIVATE","02","Etobicoke Centre","306 THE WEST MALL","5","48","2020-11-24","78","Evaluation needs to be conducted in 2 years","18","3","3","5","4","4","4","N/A","4","5","4","3","4","4","4","4","4","3","4","4","N/A","W0233","43.6359998464","-79.5629152315","299707.924","4832674.405"
2807932,"4155390","2017","2020","1962","PRIVATE","02","Etobicoke Centre","350 THE WEST MALL","6","55","2020-11-24","83","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","5","4","4","3","3","4","5","5","4","4","4","5","4","4","N/A","W0233","43.639035157","-79.564993488","299540.246","4833012.694"
2807933,"4155384","2017","2020","1950","PRIVATE","02","Etobicoke Centre","339 THE WEST MALL","5","51","2020-11-24","67","Evaluation needs to be conducted in 2 years","17","3","3","5","3","3","3","N/A","4","3","N/A","3","3","5","3","3","3","3","4","3","N/A","W0233","43.638068798","-79.563940807","299625.092","4832905.27"
2807934,"4153519","2018","2020","1920","PRIVATE","13","Toronto Centre","26 ST JOSEPH ST","6","65","2020-11-24","76","Evaluation needs to be conducted in 2 years","16","4","4","4","4","3","4","N/A","3","4","3","4","3","5","4","4","4","N/A","4","N/A","N/A","S1321","43.6660925039","-79.3867723149","313910.664","4836035.559"
2807935,"4155315","2017","2020","1960","PRIVATE","02","Etobicoke Centre","8 ANGLESEY BLVD","4","23","2020-11-24","81","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","3","N/A","3","N/A","4","5","5","5","4","5","4","3","4","3","N/A","W0229","43.665842728","-79.5207230628","303113.062","4835988.223"
2807936,"4155316","2017","2020","1953","PRIVATE","02","Etobicoke Centre","12 ANGLESEY BLVD","3","38","2020-11-24","76","Evaluation needs to be conducted in 2 years","15","4","5","4","4","3","3","N/A","3","N/A","N/A","4","3","5","4","4","4","N/A","4","3","N/A","W0229","43.6655032213","-79.5211831074","303075.949","4835950.515"
2807937,"4152611","2017","2020","1972","PRIVATE","20","Scarborough Southwest","560 BIRCHMOUNT RD","13","103","2020-11-24","77","Evaluation needs to be conducted in 2 years","19","4","4","4","3","3","4","5","4","4","3","3","4","5","4","3","4","5","4","3","N/A","E2029","43.7123365662","-79.2710095666","323237.558","4841178.443"
2807938,"4152610","2017","2020","1969","PRIVATE","20","Scarborough Southwest","570 BIRCHMOUNT RD","10","112","2020-11-24","79","Evaluation needs to be conducted in 2 years","18","4","5","4","3","4","3","4","4","5","N/A","3","4","5","4","4","4","3","4","4","N/A","E2029","43.7133504142","-79.2715314234","323195.194","4841290.963"
2807939,"4155318","2017","2020","1943","PRIVATE","02","Etobicoke Centre","18 ANGLESEY BLVD","4","25","2020-11-24","71","Evaluation needs to be conducted in 2 years","15","4","4","3","3","3","3","N/A","3","N/A","N/A","4","4","4","4","4","3","N/A","4","3","N/A","W0229","43.6649891625","-79.5216401905","303039.069","4835893.416"
2807940,"4155584","2017","2020","1970","TCHC","22","Scarborough-Agincourt","365 BAY MILLS BLVD","13","186","2020-11-24","82","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","4","4","E2226","43.7812403712","-79.3008424612","320815.234","4848827.17"
2807941,"4155548","2017","2020","1963","PRIVATE","03","Etobicoke-Lakeshore","21 PARK BLVD","7","97","2020-11-24","73","Evaluation needs to be conducted in 2 years","19","3","3","5","3","3","4","3","2","4","4","3","4","5","4","3","4","4","4","4","N/A","W0334","43.59057473","-79.530310285","302336.704","4827627.441"
2807942,"4155547","2017","2020","1963","PRIVATE","03","Etobicoke-Lakeshore","31 PARK BLVD","7","97","2020-11-24","74","Evaluation needs to be conducted in 2 years","20","4","3","5","3","3","4","4","3","4","4","3","3","5","4","3","4","3","4","4","4","W0334","43.5903629605","-79.5313842856","302250.238","4827602.996"
2807943,"4283460","2018","2020","1950","PRIVATE","02","Etobicoke Centre","4 ANGLESEY BLVD","3","20","2020-11-24","81","Evaluation needs to be conducted in 2 years","16","5","5","5","4","5","3","N/A","3","N/A","4","4","4","5","4","4","3","N/A","4","3","N/A","W0229","43.6660993738","-79.5203712408","303141.444","4836016.728"
2807944,"4268878","2017","2020","1980","TCHC","21","Scarborough Centre","85 GILDER DR","6","22","2020-11-24","76","Evaluation needs to be conducted in 2 years","18","3","4","4","3","4","4","3","4","3","N/A","3","4","5","4","4","4","4","4","4","N/A","E2134","43.7362667002","-79.253868081","324611.016","4843840.908"
2807945,"4155554","2017","2020","1963","PRIVATE","03","Etobicoke-Lakeshore","45 FORTY SECOND ST","4","53","2020-11-24","79","Evaluation needs to be conducted in 2 years","18","4","4","5","4","5","4","N/A","2","4","4","4","4","5","4","3","4","4","4","3","N/A","W0334","43.5882763733","-79.5428127838","301327.297","4827371.595"
2807946,"4155555","2017","2020","1950","PRIVATE","03","Etobicoke-Lakeshore","55 FORTY SECOND ST","4","26","2020-11-24","82","Evaluation needs to be conducted in 2 years","18","5","4","5","4","4","4","N/A","3","5","4","4","4","5","4","4","4","4","4","3","N/A","W0334","43.5886442481","-79.5434170167","301278.522","4827412.487"
2807947,"4155551","2017","2020","1963","PRIVATE","03","Etobicoke-Lakeshore","240 LAKE PROMENADE","7","118","2020-11-24","73","Evaluation needs to be conducted in 2 years","19","3","3","5","3","3","3","3","3","3","4","4","3","5","4","4","4","4","4","4","N/A","W0334","43.589265093","-79.531395181","302249.051","4827481.981"
2807948,"4245705","2017","2020","1967","PRIVATE","03","Etobicoke-Lakeshore","359 KIPLING AVE","3","12","2020-11-24","75","Evaluation needs to be conducted in 2 years","16","3","4","5","4","3","4","N/A","2","N/A","4","4","4","5","4","4","4","N/A","4","2","N/A","W0335","43.6009938518","-79.5179299016","303336.876","4828783.712"
2807949,"4156594","2017","2020","1970","PRIVATE","19","Beaches-East York","10 KINGSTON RD","3","16","2020-11-24","75","Evaluation needs to be conducted in 2 years","15","3","4","3","4","4","4","N/A","4","N/A","N/A","3","4","4","4","4","3","N/A","4","4","N/A","S1937","43.668304546","-79.312459034","319909.491","4836279.985"
2807950,"4156593","2017","2020","1970","PRIVATE","19","Beaches-East York","12 KINGSTON RD","3","16","2020-11-24","75","Evaluation needs to be conducted in 2 years","15","3","4","3","4","4","4","N/A","4","N/A","N/A","3","4","4","4","4","3","N/A","4","4","N/A","S1937","43.668417027","-79.312246964","319927.584","4836291.402"
2807951,"4153671","2017","2020","1970","PRIVATE","19","Beaches-East York","2 KINGSTON RD","4","16","2020-11-24","76","Evaluation needs to be conducted in 2 years","15","3","4","3","4","4","4","N/A","4","N/A","N/A","3","4","4","4","4","4","N/A","4","4","N/A","S1937","43.667724652","-79.31265581","319889.941","4836214.615"
2807952,"4156597","2017","2020","1970","PRIVATE","19","Beaches-East York","4 KINGSTON RD","4","16","2020-11-24","75","Evaluation needs to be conducted in 2 years","15","3","4","3","4","4","4","N/A","4","N/A","N/A","3","4","4","4","4","3","N/A","4","4","N/A","S1937","43.667904365","-79.312792617","319883.143","4836233.964"
2807953,"4264076","2017","2020","1970","PRIVATE","19","Beaches-East York","8 KINGSTON RD","3","16","2020-11-24","75","Evaluation needs to be conducted in 2 years","15","3","4","3","4","4","4","N/A","4","N/A","N/A","3","4","4","4","4","3","N/A","4","4","N/A","S1937","43.668121582","-79.312392609","319915.464","4836258.731"
2807954,"4286276","2017","2020","1980","TCHC","21","Scarborough Centre","51 GILDER DR","6","22","2020-11-24","74","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","3","4","3","N/A","3","3","4","4","4","4","4","4","4","N/A","E2134","43.7366529492","-79.2546800304","324545.484","4843883.623"
2807955,"4152591","2017","2020","1976","PRIVATE","20","Scarborough Southwest","30 DENTON AVE","22","575","2020-11-24","87","Evaluation needs to be conducted in 3 years","20","5","5","5","3","5","4","4","4","5","4","4","5","5","4","4","4","4","4","4","5","E2028","43.6939780128","-79.2876990656","321897.909","4839135.311"
2807956,"4155585","2017","2020","1969","TCHC","22","Scarborough-Agincourt","2821 BIRCHMOUNT RD","12","237","2020-11-24","74","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","3","3","3","N/A","3","4","5","5","3","4","4","3","4","N/A","E2227","43.7985740617","-79.3051267847","320465.905","4850752.081"
2807957,"4155979","2017","2020","1970","TCHC","21","Scarborough Centre","47 GILDER DR","6","66","2020-11-24","76","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","4","4","3","N/A","3","3","4","4","4","4","4","4","4","N/A","E2134","43.7363547556","-79.2553148807","324494.439","4843850.346"
2807958,"4156303","2017","2020","1961","PRIVATE","19","Beaches-East York","108 GOODWOOD PARK CRT","7","120","2020-11-24","77","Evaluation needs to be conducted in 2 years","19","3","4","4","4","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4","N/A","S1930","43.694890667","-79.293643202","321418.24","4839236.464"
2807959,"4154151","2017","2020","1965","PRIVATE","15","Don Valley West","43 THORNCLIFFE PARK DR","20","380","2020-11-24","83","Evaluation needs to be conducted in 2 years","19","5","5","5","3","4","5","3","4","5","5","3","5","5","4","4","3","4","4","3","N/A","N1533","43.70045036","-79.344507259","317317.056","4839845.249"
2807960,"4154152","2017","2020","1966","PRIVATE","15","Don Valley West","47 THORNCLIFFE PARK DR","25","474","2020-11-24","75","Evaluation needs to be conducted in 2 years","19","5","3","5","2","4","4","3","4","5","5","3","4","3","4","3","3","4","4","3","N/A","N1533","43.700783732","-79.34267244","317464.875","4839882.563"
2807961,"4154153","2017","2020","1968","PRIVATE","15","Don Valley West","49 THORNCLIFFE PARK DR","20","400","2020-11-24","85","Evaluation needs to be conducted in 2 years","19","5","3","5","5","4","5","5","4","5","5","4","4","5","4","3","3","4","4","4","N/A","N1533","43.701948809","-79.342340022","317491.421","4840012.05"
2807962,"4154157","2017","2020","1966","PRIVATE","15","Don Valley West","75 THORNCLIFFE PARK DR","17","308","2020-11-24","84","Evaluation needs to be conducted in 2 years","19","5","3","5","3","4","5","2","4","4","5","3","5","5","5","5","4","5","5","3","N/A","N1533","43.705284648","-79.341449141","317562.511","4840382.789"
2807963,"4154015","2017","2020","1955","PRIVATE","08","Eglinton-Lawrence","80 CASTLEFIELD AVE","3","17","2020-11-23","77","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","3","4","5","3","4","3","N/A","4","4","N/A","N0833","43.7112480304","-79.403629987","312550.619","4841036.746"
2807964,"4154014","2017","2020","1950","PRIVATE","08","Eglinton-Lawrence","20 ROSELAWN AVE","3","12","2020-11-23","74","Evaluation needs to be conducted in 2 years","16","3","4","4","4","3","4","N/A","3","N/A","4","4","4","5","4","3","3","N/A","4","3","N/A","N0833","43.711067487","-79.4000419286","312839.782","4841017.038"
2807965,"4154302","2017","2020","1960","PRIVATE","05","York South-Weston","2 ARROWSMITH AVE","3","11","2020-11-23","61","Evaluation needs to be conducted in 1 year","15","2","3","3","3","3","3","N/A","3","N/A","N/A","2","3","5","3","3","3","N/A","4","3","N/A","W0529","43.7044245269","-79.4774946495","306598.318","4840274.378"
2807966,"4155542","2017","2020","1957","PRIVATE","03","Etobicoke-Lakeshore","44 ARCADIAN CRCL","3","13","2020-11-23","84","Evaluation needs to be conducted in 2 years","16","4","4","5","4","3","5","N/A","4","N/A","3","4","4","5","4","4","5","N/A","4","5","N/A","W0334","43.5933280046","-79.5267034096","302628.294","4827932.264"
2807967,"4506245",NA,"2020","1955","PRIVATE","03","Etobicoke-Lakeshore","9 BIRCHLEA AVE","3","13","2020-11-23","73","Evaluation needs to be conducted in 2 years","15","3","4","5","3","3","3","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","4","4","N/A","W0334","43.592594591","-79.52818256","302515.241","4827853.339"
2807968,"4155543","2017","2020","1950","PRIVATE","03","Etobicoke-Lakeshore","15 BIRCHLEA AVE","3","14","2020-11-23","80","Evaluation needs to be conducted in 2 years","15","3","4","5","4","4","4","N/A","4","N/A","N/A","4","4","5","4","4","3","N/A","4","4","N/A","W0334","43.592527408","-79.528501876","302478.048","4827838.18"
2807969,"4153186","2017","2020","1958","PRIVATE","11","University-Rosedale","50 WALMER RD","4","35","2020-11-23","72","Evaluation needs to be conducted in 2 years","17","4","3","4","3","4","3","N/A","3","4","4","4","4","5","3","3","3","N/A","3","4","N/A","S1126","43.669364101","-79.407141875","312272.444","4836384.134"
2807970,"4506270",NA,"2020","1955","PRIVATE","03","Etobicoke-Lakeshore","11 BIRCHLEA AVE","3","13","2020-11-23","73","Evaluation needs to be conducted in 2 years","15","3","4","5","3","3","3","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","4","4","N/A","W0334","43.592573631","-79.528276577","302501.802","4827845.661"
2807971,"4155544","2017","2020","1950","PRIVATE","03","Etobicoke-Lakeshore","13 BIRCHLEA AVE","3","14","2020-11-23","81","Evaluation needs to be conducted in 2 years","15","3","4","5","4","4","4","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0334","43.592545281","-79.528407015","302488.51","4827835.76"
2807972,"4152740","2017","2020","1965","PRIVATE","24","Scarborough-Guildwood","555 BRIMORTON DR","15","180","2020-11-23","82","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","4","4","E2425","43.7728909718","-79.231398356","326407.892","4847915.281"
